Country,location_name,latitude,longitude,last_updated,temperature_celsius,precip_mm,humidity,air_quality_PM2.5,air_quality_PM10
Costa Rica,San Juan,9.97,-84.08,2024/3/4 11:00,29,0,35,14,15.2
Croatia,Zagreb,45.8,16,2024/3/4 18:00,12,0,71,6.3,8.5
Cuba,Havana,23.13,-82.36,2024/3/4 12:00,29,0,52,8.4,12.6
Cyprus,Nicosia,35.17,33.37,2024/3/4 19:00,14,0,88,7,11.1
Czech Republic,Prague,50.08,14.47,2024/3/4 18:00,13,0,54,17,24.5
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024/3/4 18:00,31,0.14,66,23.7,78.2
Denmark,Copenhagen,55.67,12.58,2024/3/4 18:00,5,0,61,9.6,11.8
Djibouti,Djibouti,11.6,43.15,2024/3/4 20:00,29,0,66,15,35
Dominica,Roseau,15.3,-61.4,2024/3/4 13:00,28,0.08,58,1.3,4.8
Dominican Republic,Santo Domingo,18.47,-69.9,2024/3/4 13:00,29,0.37,66,3.5,6.3
Ecuador,Quito,-0.22,-78.5,2024/3/4 12:00,20.2,0.39,52,37.8,41
Egypt,Cairo,30.05,31.25,2024/3/4 19:00,21,0,43,19.1,30.8
El Salvador,San Salvador,13.71,-89.2,2024/3/4 11:00,32,0,59,12.2,15.4
Equatorial Guinea,Malabo,3.75,8.78,2024/3/4 18:00,31,0,84,0.7,0.9
Eritrea,Asmara,15.33,38.93,2024/3/4 20:00,16.4,0.02,70,8.6,21.5
Estonia,Tallinn,59.43,24.73,2024/3/4 19:00,0,0,93,30.7,32.2
Swaziland,Mbabane,-26.32,31.13,2024/3/4 19:00,23.8,0,50,9.3,11.8
Ethiopia,Addis Ababa,9.03,38.7,2024/3/4 20:00,21,0.1,53,49.9,101.8
Fiji Islands,Suva,-18.13,178.42,2024/3/5 5:00,25,0.01,94,2.1,4.9
Finland,Helsinki,60.18,24.93,2024/3/4 19:00,2,0,80,45.9,52.7
France,Paris,48.87,2.33,2024/3/4 18:00,11,0,50,29.9,35
Gabon,Libreville,0.38,9.45,2024/3/4 18:00,29,0,79,1.7,3
Gambia,Banjul,13.45,-16.58,2024/3/4 17:00,31,0,31,78.2,218.4
Georgia,Tbilisi,41.73,44.79,2024/3/4 21:00,7,0,57,19.6,26.9
Germany,Berlin,52.52,13.4,2024/3/4 18:00,10,0,76,11.1,12.1
Ghana,Accra,5.55,-0.22,2024/3/4 17:00,29,0,69,14.6,20.9
Greece,Athens,37.98,23.72,2024/3/4 19:00,14,0,67,3.9,12.6
Grenada,Saint George's,12.05,-61.75,2024/3/4 13:00,27.7,0.03,70,1,2.4
Guatemala,Guatemala City,14.62,-90.53,2024/3/4 11:00,23,0,61,63,69
Guinea,Conakry,9.51,-13.71,2024/3/4 17:00,32,0,63,89.8,272
Guinea-Bissau,Bissau,11.85,-15.58,2024/3/4 17:00,38,0,21,44.8,162.7
Guyana,Georgetown,6.8,-58.17,2024/3/4 13:00,29.9,0.02,59,1.6,3.2
Haiti,Port-Au-Prince,18.54,-72.34,2024/3/4 12:00,30,0,46,12.6,24.9
Vatican City,Vatican City,41.9,12.45,2024/3/4 18:00,10,0.03,76,12.8,14.3
Honduras,Tegucigalpa,14.1,-87.22,2024/3/4 11:00,26,0,45,4.3,7.7
Hungary,Budapest,47.5,19.08,2024/3/4 18:00,12,0,71,21.3,25.3
Iceland,Kopavogur,64.1,-21.92,2024/3/4 17:00,6,0.02,81,0.5,0.6
India,New Delhi,28.6,77.2,2024/3/4 22:30,17,0,39,78.6,113.8
Indonesia,Jakarta,-6.21,106.85,2024/3/5 0:00,27,0,84,77,143.1
Iran,Tehran,35.73,51.33,2024/3/4 20:30,6,0,49,69.4,87.3
Ireland,Dublin,53.33,-6.25,2024/3/4 17:00,7,2.67,87,1.2,1.8
Israel,Jerusalem,31.78,35.23,2024/3/4 19:00,17,0,72,2.4,4.1
Italy,Rome,41.9,12.48,2024/3/4 18:00,10,0.03,76,12.8,14.3
Jamaica,Norman Gardens,17.97,-76.75,2024/3/4 12:00,30,0,66,4.8,9.5
Japan,Tokyo,35.69,139.69,2024/3/5 2:00,9,0,43,5.9,8.9
Jordan,Amman,31.95,35.93,2024/3/4 20:00,12,0,71,5.6,9
Kazakhstan,Astana,51.18,71.43,2024/3/4 22:00,-11,0,85,1.4,1.6
Kenya,Nairobi,-1.28,36.82,2024/3/4 20:00,25,1.91,47,15.2,36
Kiribati,Tarawa,-0.88,169.53,2024/3/5 5:00,28.5,0.39,74,0.6,1.4
Kuwait,Kuwait City,29.37,47.96,2024/3/4 20:00,19.8,0,46,27.6,115.1
Kyrghyzstan,Bishkek,42.87,74.6,2024/3/4 23:00,-5.1,0,76,19.5,21.6
Indonesia,Laos,-8.18,114.32,2024/3/5 0:00,21.1,0.01,95,25.1,43.1
Latvia,Riga,56.95,24.1,2024/3/4 19:00,4,0,52,18.4,21.7
Lebanon,Beirut,33.87,35.51,2024/3/4 19:00,17,0,68,1.1,2
Lesotho,Maseru,-29.32,27.48,2024/3/4 19:00,17.4,0.17,76,4.1,5.3
Liberia,Monrovia,6.31,-10.8,2024/3/4 17:00,28.2,0,68,3.7,7.1
Thailand,Nan,18.78,100.78,2024/3/5 0:00,24.3,0,32,27,29.9
Liechtenstein,Vaduz,47.13,9.52,2024/3/4 18:00,8,0,93,4.2,4.8
Lithuania,Vilnius,54.68,25.32,2024/3/4 19:00,1,0,86,4.4,6.1
Luxembourg,Luxembourg,49.61,6.13,2024/3/4 18:00,8,0,76,11.5,12.4
Madagascar,Antananarivo,-18.92,47.52,2024/3/4 20:00,21,0.01,100,3.4,7.1
Malawi,Lilongwe,-13.98,33.78,2024/3/4 19:00,22,0.01,88,3.5,6.9
Malaysia,Kuala Lumpur,3.17,101.7,2024/3/5 1:00,28,0.12,89,154.6,171.1
Maldives,Farukolhufunadhoo,6.15,73.27,2024/3/4 22:00,28.3,0,69,17.9,22.4
Mali,Bamako,12.65,-8,2024/3/4 17:00,38,0,6,46.4,172.5
Malta,Valletta,35.9,14.51,2024/3/4 18:00,13,0.06,62,1,3.7
Marshall Islands,Majuro,7.1,171.38,2024/3/5 5:00,28,0.08,79,2.1,11.9
Mauritania,Nouakchott,18.09,-15.98,2024/3/4 17:00,25.9,0,38,41.7,217.7
Mauritius,Port Louis,-20.16,57.5,2024/3/4 21:00,27,0.01,89,2.6,4.6
Mexico,Mexico City,19.43,-99.13,2024/3/4 11:00,19,0,28,63.8,75.4
Micronesia,Palikir,6.92,158.15,2024/3/5 4:00,28,0,79,1.5,6.6
Iran,Chi Chi Khvar,36.26,46.59,2024/3/4 20:30,5.3,0.11,65,15.9,27.4
Monaco,Monaco,43.73,7.42,2024/3/4 18:00,14,0,67,8.5,9.6
Mongolia,Ulaanbaatar,47.92,106.92,2024/3/5 1:00,-23,0,84,64.4,66.9
Montenegro,Podgorica,42.44,19.26,2024/3/4 18:00,13,0,77,4.2,5
Morocco,Rabat,34.03,-6.84,2024/3/4 18:00,17,0,68,0.9,2
Mozambique,Maputo,-25.97,32.59,2024/3/4 19:00,29,0,66,3.2,15.7
Myanmar,Bago,17.33,96.48,2024/3/4 23:30,26,0,84,94.7,114.5
Namibia,Windhoek,-22.57,17.08,2024/3/4 19:00,31,0,18,6.6,21.2
Turkey,Yaren,39.55,27.62,2024/3/4 20:00,14,0,67,8.5,12.7
Nepal,Kathmandu,27.72,85.32,2024/3/4 22:45,14,0,72,42.2,117.2
Netherlands,Amsterdam,52.37,4.89,2024/3/4 18:00,9,0,57,14.5,15.8
New Zealand,Wellington,-41.3,174.78,2024/3/5 6:00,15,0,63,0.6,2
Nicaragua,Managua,12.15,-86.27,2024/3/4 11:00,31,0,49,1.3,3.4
Niger,Niamey,13.52,2.12,2024/3/4 18:00,42,0,5,68.1,232.4
Nigeria,Abuja,9.18,7.18,2024/3/4 18:00,38,0,35,46.7,155.3
North Korea,Pyongyang,39.02,125.75,2024/3/5 2:00,2.1,0,39,64.6,92.5
Macedonia,Skopje,42,21.43,2024/3/4 18:00,14,0.11,67,1.2,1.4
Norway,Oslo,59.92,10.75,2024/3/4 18:00,4,0,75,14.1,14.9
Oman,Muscat,23.61,58.59,2024/3/4 21:00,24,0,65,6.8,25.8
Pakistan,Islamabad,33.7,73.17,2024/3/4 22:00,7.3,0,61,44,71
Palau,Koror,7.33,134.48,2024/3/5 2:00,27,0.04,89,3.1,6.4
Bolivia,National,-11.18,-67.08,2024/3/4 13:00,31.5,0.74,65,0.5,0.5
Panama,Panama City,8.97,-79.53,2024/3/4 12:00,32,0,59,3.2,7.6
Papua New Guinea,Port Moresby,-9.46,147.19,2024/3/5 3:00,25.9,0,88,6.8,9
Paraguay,Pasto,-19.45,-61.15,2024/3/4 13:00,35.2,0,42,0.6,0.6
Peru,Lima,-12.05,-77.05,2024/3/4 12:00,25.6,0,71,9.2,24.7
Philippines,Manila,14.6,120.98,2024/3/5 1:00,27,0,84,15.2,30.5
Poland,Warsaw,52.25,21,2024/3/4 18:00,5,0.01,81,6.5,7.6
Portugal,Lisbon,38.72,-9.13,2024/3/4 17:00,15,0,55,1.6,4.8
Qatar,Doha,25.29,51.53,2024/3/4 20:00,21,0,78,47.4,151.9
Romania,Bucharest,44.43,26.1,2024/3/4 19:00,12,0,62,11.2,13.4
Russia,Moscow,55.75,37.62,2024/3/4 20:00,-1,0,55,51.1,62.3
Rwanda,Kigali,-1.95,30.06,2024/3/4 19:00,25,0.39,57,2.9,6.7
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2024/3/4 13:00,27,0,70,1.7,8
Saint Lucia,Castries,14,-61,2024/3/4 13:00,27,0.79,74,1.2,4
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2024/3/4 13:00,25,0.52,89,1.5,5
Samoa,Apia,-13.83,-171.73,2024/3/5 6:00,27,0.04,89,0.6,1.2
San Marino,San Marino,43.93,12.45,2024/3/4 18:00,10,0.72,94,5.1,6.1
Switzerland,S-Chanf,46.62,9.98,2024/3/4 18:00,4,0,56,2.3,2.7
Saudi Arabia,Riyadh,24.64,46.77,2024/3/4 20:00,23,0,14,13.9,50.6
Senegal,Dakar,14.67,-17.44,2024/3/4 17:00,25,0,51,68.3,215.7
Serbia,Belgrade,44.8,20.47,2024/3/4 18:00,14,0,55,7.8,9.4
Seychelles Islands,Victoria,-4.62,55.45,2024/3/4 21:00,29,0.47,79,1.7,4.4
Sierra Leone,Freetown,8.49,-13.23,2024/3/4 17:00,28.6,0,67,82,228.4
Singapore,Singapore,1.29,103.86,2024/3/5 1:00,25,0,94,17.1,19.5
Slovakia,Bratislava,48.15,17.12,2024/3/4 18:00,15,0,44,13.6,15.8
Slovenia,Ljubljana,46.06,14.51,2024/3/4 18:00,11,0,94,5.8,14.9
Solomon Islands,Honiara,-9.43,159.95,2024/3/5 4:00,26,0.51,94,0.5,0.6
Somalia,Mogadishu,2.07,45.37,2024/3/4 20:00,29,0,84,5.1,12.8
South Africa,Pretoria,-25.75,28.19,2024/3/4 19:00,28,0,42,10.3,14.3
South Korea,Seoul,37.57,127,2024/3/5 2:00,4,0,60,74.4,91.5
Sudan,Juba,12.15,24.45,2024/3/4 19:00,34.5,0,9,31,102.3
Spain,Madrid,40.4,-3.68,2024/3/4 18:00,12,0.09,71,0.9,1.6
Sri Lanka,Colombo,6.93,79.85,2024/3/4 22:30,26,0,79,59.1,72.4
Sudan,Khartoum,15.59,32.53,2024/3/4 19:00,31.5,0,6,33.3,126.8
Suriname,Paramaribo,5.83,-55.17,2024/3/4 14:00,32,0,56,2.5,6
Sweden,Stockholm,59.33,18.05,2024/3/4 18:00,1,0,86,20.3,25.8
Switzerland,Bern,46.92,7.47,2024/3/4 18:00,10,0.01,71,7.7,8.8
Syria,Damascus,33.5,36.3,2024/3/4 20:00,14,0,44,3,5.9
Tajikistan,Dushanbe,38.56,68.77,2024/3/4 22:00,0,0,74,15.9,17.7
Tanzania,Dodoma,-6.18,35.75,2024/3/4 20:00,24,0.63,74,2.7,5.3
Thailand,Bangkok,13.75,100.52,2024/3/5 0:00,30,0,75,20.4,39.2
Timor-Leste,Dili,-8.56,125.57,2024/3/5 2:00,26.3,0,85,0.8,0.8
Slovenia,Lom,46.13,13.75,2024/3/4 18:00,11,0,94,4.1,9.9
Tonga,Nuku`Aloia,-21.13,-175.2,2024/3/5 6:00,26,0.01,89,2.4,11.9
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2024/3/4 13:00,31,0.08,63,0.6,1.7
Tunisia,Tunis,36.8,10.18,2024/3/4 18:00,14,0,63,1.1,3.7
Turkey,Ankara,39.93,32.86,2024/3/4 20:00,9,0,57,56.2,64.7
Turkmenistan,Ashgabat,37.95,58.38,2024/3/4 22:00,7,0,53,18.1,47.7
Tuvalu,Funafuti,-8.52,179.22,2024/3/5 5:00,27,0.11,89,0.5,0.9
Uganda,Kampala,0.32,32.57,2024/3/4 20:00,25,0,74,22.1,35.5
Ukraine,Kyiv,50.43,30.52,2024/3/4 19:00,5.3,0,65,12.6,19.4
United Arab Emirates,Abu Dhabi,24.47,54.37,2024/3/4 21:00,23,0,69,23.2,79.2
United Kingdom,London,51.52,-0.11,2024/3/4 17:00,9,0,57,3,4.1
United States of America,Washington Harbor,48.08,-123.04,2024/3/4 9:00,3.3,0,64,0.5,0.7
Uruguay,Montevideo,-34.86,-56.17,2024/3/4 14:00,23,0,47,1.6,6.2
Uzbekistan,Tashkent,41.32,69.25,2024/3/4 22:00,2,0,75,13.7,15.6
Vanuatu,Port Vila,-17.73,168.32,2024/3/5 4:00,25,1.2,100,1.1,2.1
Venezuela,Caracas,10.5,-66.92,2024/3/4 13:00,28,0.04,62,2,3.7
Vietnam,Hanoi,21.03,105.85,2024/3/5 0:00,20,0,94,112.7,147.9
Yemen,Sanaa,15.35,44.21,2024/3/4 20:00,19.2,0,52,3.7,10.8
Zambia,Lusaka,-15.42,28.28,2024/3/4 19:00,23.8,0,66,21.6,33.7
Zimbabwe,Harare,-17.82,31.04,2024/3/4 19:00,21.8,0,62,41.3,49.8
Afghanistan,Kabul,34.52,69.18,2024/3/5 21:30,-1.2,0.02,63,84,88.9
Albania,Tirana,41.33,19.82,2024/3/5 18:00,13,0,72,3.9,6.5
Algeria,Algiers,36.76,3.05,2024/3/5 18:00,17,0,68,2.6,4.4
Andorra,Andorra La Vella,42.5,1.52,2024/3/5 18:00,1,0,63,0.5,0.7
Angola,Luanda,-8.84,13.23,2024/3/5 18:00,29,0,84,8.5,18.7
Antigua and Barbuda,Saint John's,17.12,-61.85,2024/3/5 13:00,28,0,58,0.9,2.9
Argentina,Buenos Aires,-34.59,-58.67,2024/3/5 14:00,22,0,46,4.2,7.6
Armenia,Yerevan,40.18,44.51,2024/3/5 21:00,10,0,37,15.1,17.9
Australia,Canberra,-35.28,149.22,2024/3/6 4:00,12,0,82,4.8,8.5
Austria,Vienna,48.2,16.37,2024/3/5 18:00,10,0.01,71,17.3,20.9
Azerbaijan,Baku,40.4,49.88,2024/3/5 21:00,6,0,81,32.8,75.9
Bahamas,Nassau,25.08,-77.35,2024/3/5 12:00,26,0,70,1.8,4.5
Bahrain,Manama,26.24,50.58,2024/3/5 20:00,20,0,49,35.2,86
Bangladesh,Dhaka,23.72,90.41,2024/3/5 23:00,23.1,0,26,83.2,119.8
Barbados,Bridgetown,13.1,-59.62,2024/3/5 13:00,29,0,70,1.3,5.4
Belarus,Minsk,53.9,27.57,2024/3/5 20:00,0,0,80,16.2,20.6
Belgium,Brussels,50.83,4.33,2024/3/5 18:00,8,0.03,81,7.1,8.2
Belize,Belmopan,17.25,-88.77,2024/3/5 11:00,30,0,75,4.3,12.3
Benin,Porto-Novo,6.48,2.62,2024/3/5 18:00,30,0,79,3.3,9.9
Bhutan,Thimphu,27.48,89.6,2024/3/5 23:00,2.6,0,78,14.4,17.5
Bolivia,Sucre,-19.04,-65.26,2024/3/5 13:00,16.7,0.95,68,2.4,3.1
Bosnia and Herzegovina,Sarajevo,43.85,18.38,2024/3/5 18:00,14,0.03,44,7.2,8.6
Botswana,Gaborone,-24.65,25.91,2024/3/5 19:00,37,0,15,5.9,17.5
Brazil,Bras,-2.08,-58.17,2024/3/5 13:00,34.1,0.03,47,0.5,0.5
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,2024/3/6 1:00,26,0,100,4.8,5.1
Bulgaria,Sofia,42.68,23.32,2024/3/5 19:00,8,0,71,4.2,5.1
Burkina Faso,Ouagadougou,12.37,-1.52,2024/3/5 17:00,40,0,8,82.3,233.2
Burundi,Bujumbura,-3.38,29.36,2024/3/5 19:00,22.8,1.55,87,16,34.3
Madagascar,Ivory,-24.37,46.45,2024/3/5 20:00,24.5,4.57,92,0.5,0.6
Cape Verde,Praia,14.93,-23.51,2024/3/5 16:00,28,0,48,27,132.1
Cambodia,Phnom Penh,11.55,104.92,2024/3/6 0:00,29,0,84,12.9,21.6
Cameroon,Douala,4.05,9.7,2024/3/5 18:00,29.2,0.01,72,2.6,9.1
Canada,Ottawa,45.42,-75.7,2024/3/5 12:00,10,0,76,13.2,14.3
Central African Republic,Bangui,4.37,18.58,2024/3/5 18:00,35.2,0,21,1.9,2.9
Chad,N'djamena,12.11,15.05,2024/3/5 18:00,41,0,6,35.8,104.3
Chile,Santiago,-33.45,-70.67,2024/3/5 14:00,28,0,27,14.4,19.7
China,Beijing,39.93,116.39,2024/3/6 1:00,-1,0,93,290.1,327.4
Bulgaria,Bogot,43.32,24.7,2024/3/5 19:00,11,0.01,70,5.8,6.4
Comoros,Moroni,-11.7,43.24,2024/3/5 20:00,27.7,0,79,1.7,4.8
Congo,Brazzaville,-4.26,15.28,2024/3/5 18:00,28.9,4.14,64,12.8,69.2
Costa Rica,San Rafael,9.88,-84.08,2024/3/5 11:00,29,0.01,43,15.7,17.8
Croatia,Zagreb,45.8,16,2024/3/5 18:00,14,0.03,55,12.4,14.8
Cuba,Havana,23.13,-82.36,2024/3/5 12:00,29,0,62,14.2,19.3
Cyprus,Nicosia,35.17,33.37,2024/3/5 19:00,15,0,67,3.6,4.8
Czech Republic,Prague,50.08,14.47,2024/3/5 18:00,7,0.02,70,12.8,17.8
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024/3/5 18:00,28.6,3.36,66,12.8,69.2
Denmark,Copenhagen,55.67,12.58,2024/3/5 18:00,5,0,70,4.3,5
Djibouti,Djibouti,11.6,43.15,2024/3/5 20:00,29,0,66,10.1,24.3
Dominica,Roseau,15.3,-61.4,2024/3/5 13:00,28,0.01,66,1.2,4.4
Dominican Republic,Santo Domingo,18.47,-69.9,2024/3/5 13:00,29,0,62,2,5.7
Ecuador,Quito,-0.22,-78.5,2024/3/5 12:00,20.5,0.32,50,55.3,58.1
Egypt,Cairo,30.05,31.25,2024/3/5 19:00,24,0,27,22.5,75.5
El Salvador,San Salvador,13.71,-89.2,2024/3/5 11:00,31,0,59,14.8,18.3
Equatorial Guinea,Malabo,3.75,8.78,2024/3/5 18:00,27.8,0.02,82,0.5,0.7
Eritrea,Asmara,15.33,38.93,2024/3/5 20:00,18.1,0,62,12.8,30.2
Estonia,Tallinn,59.43,24.73,2024/3/5 19:00,-1,0,80,1.1,1.2
Swaziland,Mbabane,-26.32,31.13,2024/3/5 19:00,25.3,0,40,8.8,12
Ethiopia,Addis Ababa,9.03,38.7,2024/3/5 20:00,20,1.24,64,43.3,117.6
Fiji Islands,Suva,-18.13,178.42,2024/3/6 5:00,24,0.03,94,1.4,2.8
Finland,Helsinki,60.18,24.93,2024/3/5 19:00,0,0,74,15.3,19
France,Paris,48.87,2.33,2024/3/5 18:00,8,0.16,71,6.3,8.2
Gabon,Libreville,0.38,9.45,2024/3/5 18:00,29,0,75,2.4,4.1
Gambia,Banjul,13.45,-16.58,2024/3/5 17:00,39,0,15,73.7,184.7
Georgia,Tbilisi,41.73,44.79,2024/3/5 21:00,9,0,53,46.2,58.4
Germany,Berlin,52.52,13.4,2024/3/5 18:00,5,0,65,12.4,14.3
Ghana,Accra,5.55,-0.22,2024/3/5 17:00,31,0,66,10.1,17.7
Greece,Athens,37.98,23.72,2024/3/5 19:00,15,0.01,51,0.5,0.7
Grenada,Saint George's,12.05,-61.75,2024/3/5 13:00,29,0.09,75,1.2,4.2
Guatemala,Guatemala City,14.62,-90.53,2024/3/5 11:00,23,0,50,120.9,129.3
Guinea,Conakry,9.51,-13.71,2024/3/5 17:00,32,0,52,81.2,236.5
Guinea-Bissau,Bissau,11.85,-15.58,2024/3/5 17:00,39,0,14,49.7,191.9
Guyana,Georgetown,6.8,-58.17,2024/3/5 13:00,30,0.02,70,2,4.1
Haiti,Port-Au-Prince,18.54,-72.34,2024/3/5 12:00,30,0.02,55,15.8,25.8
Vatican City,Vatican City,41.9,12.45,2024/3/5 18:00,14,0,77,8.2,9.5
Honduras,Tegucigalpa,14.1,-87.22,2024/3/5 11:00,26,0,45,10.7,14.4
Hungary,Budapest,47.5,19.08,2024/3/5 18:00,13,0,58,16.3,18.9
Iceland,Grindavik,63.83,-22.43,2024/3/5 17:00,6,0.08,75,0.5,0.6
India,New Delhi,28.6,77.2,2024/3/5 22:30,17,0,48,59.4,74.6
Indonesia,Jakarta,-6.21,106.85,2024/3/6 0:00,27,0,89,168.9,266.7
Iran,Tehran,35.73,51.33,2024/3/5 20:30,8,0,57,40.8,54.7
Iraq,Baghdad,33.34,44.39,2024/3/5 20:00,18,0,34,14.1,39
Ireland,Dublin,53.33,-6.25,2024/3/5 17:00,11,0.02,58,1.9,4
Israel,Jerusalem,31.78,35.23,2024/3/5 19:00,18,0,56,13,17.2
Italy,Rome,41.9,12.48,2024/3/5 18:00,14,0,77,8.2,9.5
Jamaica,Norman Gardens,17.97,-76.75,2024/3/5 12:00,31,0,63,10.6,13.8
Japan,Tokyo,35.69,139.69,2024/3/6 2:00,2,3.95,87,8.6,9.5
Jordan,Amman,31.95,35.93,2024/3/5 20:00,17,0,52,4.8,9.6
Kazakhstan,Astana,51.18,71.43,2024/3/5 22:00,-8,0,85,6.8,22.1
Kenya,Nairobi,-1.28,36.82,2024/3/5 20:00,23,0.24,53,13.3,30.2
Kiribati,Tarawa,-0.88,169.53,2024/3/6 5:00,28.2,0.76,79,0.9,2.4
Kuwait,Kuwait City,29.37,47.96,2024/3/5 20:00,20.8,0,24,31.2,96
Kyrghyzstan,Bishkek,42.87,74.6,2024/3/5 23:00,-3.2,0,73,31.5,33.6
Indonesia,Laos,-8.18,114.32,2024/3/6 0:00,20.9,0.07,94,28.7,43.2
Latvia,Riga,56.95,24.1,2024/3/5 19:00,5,0,48,15.5,17.3
Lebanon,Beirut,33.87,35.51,2024/3/5 19:00,17,0,63,3,6.1
Lesotho,Maseru,-29.32,27.48,2024/3/5 19:00,19.9,0,15,5.8,22.6
Liberia,Monrovia,6.31,-10.8,2024/3/5 17:00,33,0,63,17.7,26.8
Thailand,Nan,18.78,100.78,2024/3/6 0:00,24.9,0,30,37,40.1
Liechtenstein,Vaduz,47.13,9.52,2024/3/5 18:00,8,1.31,87,6.1,6.3
Lithuania,Vilnius,54.68,25.32,2024/3/5 19:00,4,0,60,10.5,12.7
Luxembourg,Luxembourg,49.61,6.13,2024/3/5 18:00,7,0.01,76,3.3,3.8
Madagascar,Antananarivo,-18.92,47.52,2024/3/5 20:00,21,1.77,100,3.3,7.4
Malawi,Lilongwe,-13.98,33.78,2024/3/5 19:00,20.2,0.03,89,4.4,9.9
Malaysia,Kuala Lumpur,3.17,101.7,2024/3/6 1:00,26,0.26,94,80.7,99.8
Maldives,Farukolhufunadhoo,6.15,73.27,2024/3/5 22:00,28.3,0.06,75,6.7,11
Mali,Bamako,12.65,-8,2024/3/5 17:00,39,0,8,40.1,155.3
Malta,Valletta,35.9,14.51,2024/3/5 18:00,15,0,67,3,10.4
Marshall Islands,Majuro,7.1,171.38,2024/3/6 5:00,28,0.01,79,4,23.3
Mauritania,Nouakchott,18.09,-15.98,2024/3/5 17:00,23.9,0,42,71.7,347.4
Mauritius,Port Louis,-20.16,57.5,2024/3/5 21:00,27,0,84,2.4,4.7
Mexico,Mexico City,19.43,-99.13,2024/3/5 11:00,18,0,26,55.3,66.2
Micronesia,Palikir,6.92,158.15,2024/3/6 4:00,27.4,0.12,77,3.7,21.3
Iran,Chi Chi Khvar,36.26,46.59,2024/3/5 20:30,4.6,0,72,12.4,21.2
Monaco,Monaco,43.73,7.42,2024/3/5 18:00,16,0.04,59,1.9,2.3
Mongolia,Ulaanbaatar,47.92,106.92,2024/3/6 1:00,-21,0,84,46.7,50.1
Montenegro,Podgorica,42.44,19.26,2024/3/5 18:00,14,0,67,3.3,4.2
Morocco,Rabat,34.03,-6.84,2024/3/5 18:00,16,0,72,2,5
Mozambique,Maputo,-25.97,32.59,2024/3/5 19:00,31,0,66,6.6,18.8
Myanmar,Bago,17.33,96.48,2024/3/5 23:30,28,0,84,91.9,105.7
Namibia,Windhoek,-22.57,17.08,2024/3/5 19:00,31,0,9,4.4,21
Turkey,Yaren,39.55,27.62,2024/3/5 20:00,13,0.02,72,3.2,5.4
Nepal,Kathmandu,27.72,85.32,2024/3/5 22:45,13,0,58,46.9,117.3
Netherlands,Amsterdam,52.37,4.89,2024/3/5 18:00,8,0.01,81,23.9,26.8
New Zealand,Wellington,-41.3,174.78,2024/3/6 6:00,14,0,72,0.5,1.1
Nicaragua,Managua,12.15,-86.27,2024/3/5 11:00,30,0,52,1.9,4.8
Niger,Niamey,13.52,2.12,2024/3/5 18:00,41,0,4,68.4,216.7
Nigeria,Abuja,9.18,7.18,2024/3/5 18:00,37,0,40,42.9,140.4
North Korea,Pyongyang,39.02,125.75,2024/3/6 2:00,2.7,0,69,17.3,22.6
Macedonia,Skopje,42,21.43,2024/3/5 18:00,15,0.02,55,1.9,2.2
Norway,Oslo,59.92,10.75,2024/3/5 18:00,2,0,69,8.8,9.4
Oman,Muscat,23.61,58.59,2024/3/5 21:00,25,0.19,65,8.4,30.3
Pakistan,Islamabad,33.7,73.17,2024/3/5 22:00,9.2,0,53,105.8,140
Palau,Garurudo,7.63,134.64,2024/3/6 2:00,26,0.01,84,3,14.8
Bolivia,National,-11.18,-67.08,2024/3/5 13:00,29.7,0.21,68,0.5,0.5
Panama,Panama City,8.97,-79.53,2024/3/5 12:00,33,0,49,4.2,9.2
Papua New Guinea,Port Moresby,-9.46,147.19,2024/3/6 3:00,26.1,0.66,89,6.8,7.5
Paraguay,Gimenez,-20.07,-58.22,2024/3/5 14:00,33.1,0.01,55,0.5,0.5
Peru,Lima,-12.05,-77.05,2024/3/5 12:00,25.6,0,69,5.6,18.4
Philippines,Manila,14.6,120.98,2024/3/6 1:00,26,0,84,25.5,48.6
Poland,Warsaw,52.25,21,2024/3/5 18:00,5,0,93,22.9,30.6
Portugal,Lisbon,38.72,-9.13,2024/3/5 17:00,15,0,63,1.9,4.5
Qatar,Doha,25.29,51.53,2024/3/5 20:00,21,0,64,28.1,75.7
Romania,Bucharest,44.43,26.1,2024/3/5 19:00,8,0,71,5.6,8.1
Russia,Moscow,55.75,37.62,2024/3/5 20:00,-3,0.01,63,3.2,5.6
Rwanda,Kigali,-1.95,30.06,2024/3/5 19:00,19,1.91,100,5,10.6
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2024/3/5 13:00,28,0.01,66,1.1,3
Saint Lucia,Castries,14,-61,2024/3/5 13:00,28,0,70,1.4,6.4
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,2024/3/5 13:00,29,0.2,70,1.7,7.7
Samoa,Apia,-13.83,-171.73,2024/3/6 6:00,26,0,94,0.6,1.4
San Marino,San Marino,43.93,12.45,2024/3/5 18:00,13,0.45,77,11.5,12.6
Switzerland,S-Chanf,46.62,9.98,2024/3/5 18:00,0,2.23,93,1.3,2.4
